"ISLAND_ID","DATE","WEEK","MONTH","YEAR","NDVI"
0,2010-07-21,3,7,2010,0.721572533573603
0,2010-08-01,0,8,2010,0.7039318430564
0,2010-08-07,1,8,2010,0.691479730006091
0,2010-08-14,2,8,2010,0.67551481136659
0,2010-08-21,3,8,2010,0.659298102461063
0,2010-09-01,0,9,2010,0.635667007203396
0,2010-09-07,1,9,2010,0.624133936322173
0,2010-09-14,2,9,2010,0.61175127118787
0,2010-09-21,3,9,2010,0.600293893151105
0,2010-10-01,0,10,2010,0.585343277544347
0,2010-10-07,1,10,2010,0.577351909210813
0,2010-10-14,2,10,2010,0.569512936399198
0,2010-10-21,3,10,2010,0.564209296078692
0,2010-11-01,0,11,2010,0.563748260989379
0,2010-11-07,1,11,2010,0.568350416798841
0,2010-11-14,2,11,2010,0.577544354896418
0,2010-11-21,3,11,2010,0.589110504172676
0,2010-12-01,0,12,2010,0.60462757570403
0,2010-12-07,1,12,2010,0.610807289972734
0,2010-12-14,2,12,2010,0.613730402371921
0,2010-12-21,3,12,2010,0.612207660487744
0,2011-01-01,0,1,2011,0.604057081322154
0,2011-01-07,1,1,2011,0.598752835609919
0,2011-01-14,2,1,2011,0.593439375208378
0,2011-01-21,3,1,2011,0.590083930037877
0,2011-02-01,0,2,2011,0.590539444412565
0,2011-02-07,1,2,2011,0.594363410589905
0,2011-02-14,2,2,2011,0.602133539535067
0,2011-02-21,3,2,2011,0.612853870002254
0,2011-03-01,0,3,2011,0.627080098728084
0,2011-03-07,1,3,2011,0.637941414135104
0,2011-03-14,2,3,2011,0.6500286968653
0,2011-03-21,3,3,2011,0.661447637102772
0,2011-04-01,0,4,2011,0.679128609012769
0,2011-04-07,1,4,2011,0.688930537147311
0,2011-04-14,2,4,2011,0.700092432318397
0,2011-04-21,3,4,2011,0.71014564732359
0,2011-05-01,0,5,2011,0.721219657426928
0,2011-05-07,1,5,2011,0.725902787858417
0,2011-05-14,2,5,2011,0.730003854623193
0,2011-05-21,3,5,2011,0.733271329134545
0,2011-06-01,0,6,2011,0.737453751705365
0,2011-06-07,1,6,2011,0.738918469775531
0,2011-06-14,2,6,2011,0.739127277400051
0,2011-06-21,3,6,2011,0.736956625450366
0,2011-07-01,0,7,2011,0.72892655904755
0,2011-07-07,1,7,2011,0.721593451947035
0,2011-07-14,2,7,2011,0.711486912398858
0,2011-07-21,3,7,2011,0.700629957301016
0,2011-08-01,0,8,2011,0.683665167920599
0,2011-08-07,1,8,2011,0.674918159767766
0,2011-08-14,2,8,2011,0.665586706960369
0,2011-08-21,3,8,2011,0.657703354899939
0,2011-09-01,0,9,2011,0.649023831988623
0,2011-09-07,1,9,2011,0.645927891503006
0,2011-09-14,2,9,2011,0.642981109342329
0,2011-09-21,3,9,2011,0.639899932905843
0,2011-10-01,0,10,2011,0.633831205493426
0,2011-10-07,1,10,2011,0.628616588205801
0,2011-10-14,2,10,2011,0.620431791956937
0,2011-10-21,3,10,2011,0.609469918595961
0,2011-11-01,0,11,2011,0.586653360679512
0,2011-11-07,1,11,2011,0.572603556080017
0,2011-11-14,2,11,2011,0.557190111371846
0,2011-11-21,3,11,2011,0.545578776772319
0,2011-12-01,0,12,2011,0.539967701917927
0,2011-12-07,1,12,2011,0.543277895720361
0,2011-12-14,2,12,2011,0.551796672163519
0,2011-12-21,3,12,2011,0.562542621915958
0,2012-01-01,0,1,2012,0.577628425432428
0,2012-01-07,1,1,2012,0.583402207720197
0,2012-01-14,2,1,2012,0.588137704916588
0,2012-01-21,3,1,2012,0.591748329232318
0,2012-02-01,0,2,2012,0.597966763614916
0,2012-02-07,1,2,2012,0.60252020248898
0,2012-02-14,2,2,2012,0.60899295104138
0,2012-02-21,3,2,2012,0.616402235609445
0,2012-03-01,0,3,2012,0.626747846918261
0,2012-03-07,1,3,2012,0.634075123927035
0,2012-03-14,2,3,2012,0.643238332405468
0,2012-03-21,3,3,2012,0.653260403178608
0,2012-04-01,0,4,2012,0.670598722945392
0,2012-04-07,1,4,2012,0.68047769357729
0,2012-04-14,2,4,2012,0.691965112434035
0,2012-04-21,3,4,2012,0.703171826228057
0,2012-05-01,0,5,2012,0.718412662377634
0,2012-05-07,1,5,2012,0.726923224847963
0,2012-05-14,2,5,2012,0.73592524910155
0,2012-05-21,3,5,2012,0.743583413008319
0,2012-06-01,0,6,2012,0.75249247655824
0,2012-06-07,1,6,2012,0.755888118893422
0,2012-06-14,2,6,2012,0.758826140837297
0,2012-06-21,3,6,2012,0.760751935591583
0,2012-07-01,0,7,2012,0.761209697913311
0,2012-07-07,1,7,2012,0.75961757841624
0,2012-07-14,2,7,2012,0.755455885943654
0,2012-07-21,3,7,2012,0.748514200015403
0,2012-08-01,0,8,2012,0.731804969613222
0,2012-08-07,1,8,2012,0.719821735712866
0,2012-08-14,2,8,2012,0.703590841344476
0,2012-08-21,3,8,2012,0.685478326912256
0,2012-09-01,0,9,2012,0.655336713926072
0,2012-09-07,1,9,2012,0.639365709003432
0,2012-09-14,2,9,2012,0.622469295606096
0,2012-09-21,3,9,2012,0.608588268578594
0,2012-10-01,0,10,2012,0.595647536512371
0,2012-10-07,1,10,2012,0.591788655499413
0,2012-10-14,2,10,2012,0.589807415659523
0,2012-10-21,3,10,2012,0.58851651446445
0,2012-11-01,0,11,2012,0.583153614343616
0,2012-11-07,1,11,2012,0.577893693958796
0,2012-11-14,2,11,2012,0.571275851119407
0,2012-11-21,3,11,2012,0.566776105704676
0,2012-12-01,0,12,2012,0.568255576986283
0,2012-12-07,1,12,2012,0.57377357207376
0,2012-12-14,2,12,2012,0.582627054820291
0,2012-12-21,3,12,2012,0.591417348678814
0,2013-01-01,0,1,2013,0.600707204650244
0,2013-01-07,1,1,2013,0.60346065895226
0,2013-01-14,2,1,2013,0.606313530748668
0,2013-01-21,3,1,2013,0.610822288035594
0,2013-02-01,0,2,2013,0.624513836291953
0,2013-02-07,1,2,2013,0.635290212348486
0,2013-02-14,2,2,2013,0.649410828133615
0,2013-02-21,3,2,2013,0.663597850252765
0,2013-03-01,0,3,2013,0.678442200171001
0,2013-03-07,1,3,2013,0.688389571013582
0,2013-03-14,2,3,2013,0.699034703594227
0,2013-03-21,3,3,2013,0.708964291152584
0,2013-04-01,0,4,2013,0.722366516689224
0,2013-04-07,1,4,2013,0.727482801587604
0,2013-04-14,2,4,2013,0.730769271616319
0,2013-04-21,3,4,2013,0.731573242367366
0,2013-05-01,0,5,2013,0.731586387017734
0,2013-05-07,1,5,2013,0.732961804446797
0,2013-05-14,2,5,2013,0.736763808774682
0,2013-05-21,3,5,2013,0.742167547608415
0,2013-06-01,0,6,2013,0.748886647244044
0,2013-06-07,1,6,2013,0.748999849994349
0,2013-06-14,2,6,2013,0.744602346902098
0,2013-06-21,3,6,2013,0.73542509924837
0,2013-07-01,0,7,2013,0.716428821828231
0,2013-07-07,1,7,2013,0.703637366257734
0,2013-07-14,2,7,2013,0.689196101612386
0,2013-07-21,3,7,2013,0.67639914691543
0,2013-08-01,0,8,2013,0.660012352630377
0,2013-08-07,1,8,2013,0.65204432795869
0,2013-08-14,2,8,2013,0.64228642744091
0,2013-08-21,3,8,2013,0.631121171735676
0,2013-09-01,0,9,2013,0.610561289698357
0,2013-09-07,1,9,2013,0.598744087662964
0,2013-09-14,2,9,2013,0.58566936532914
0,2013-09-21,3,9,2013,0.574198977707762
0,2013-10-01,0,10,2013,0.560825588634113
0,2013-10-07,1,10,2013,0.553858789163381
0,2013-10-14,2,10,2013,0.545937994438306
0,2013-10-21,3,10,2013,0.538096555613983
0,2013-11-01,0,11,2013,0.52865030466221
0,2013-11-07,1,11,2013,0.527559300884058
0,2013-11-14,2,11,2013,0.532198491733994
0,2013-11-21,3,11,2013,0.54401918852191
0,2013-12-01,0,12,2013,0.571178155199789
0,2013-12-07,1,12,2013,0.590304107299743
0,2013-12-14,2,12,2013,0.611692443967196
0,2013-12-21,3,12,2013,0.628852854243097
0,2014-01-01,0,1,2014,0.641048660588537
0,2014-01-07,1,1,2014,0.638389799815175
0,2014-01-14,2,1,2014,0.627324078575552
0,2014-01-21,3,1,2014,0.610460983815769
0,2014-02-01,0,2,2014,0.585623896187276
0,2014-02-07,1,2,2014,0.58047547293054
0,2014-02-14,2,2,2014,0.586104035484127
0,2014-02-21,3,2,2014,0.60345091365518
0,2014-03-01,0,3,2014,0.631683333135522
0,2014-03-07,1,3,2014,0.653589690872397
0,2014-03-14,2,3,2014,0.675530426117558
0,2014-03-21,3,3,2014,0.691599414310945
0,2014-04-01,0,4,2014,0.706280742982021
0,2014-04-07,1,4,2014,0.710948682023237
0,2014-04-14,2,4,2014,0.715175400940097
0,2014-04-21,3,4,2014,0.718949482561834
0,2014-05-01,0,5,2014,0.724029790087012
0,2014-05-07,1,5,2014,0.726770560506909
0,2014-05-14,2,5,2014,0.729382110999847
0,2014-05-21,3,5,2014,0.730954395079706
0,2014-06-01,0,6,2014,0.730173239083677
0,2014-06-07,1,6,2014,0.727785986435833
0,2014-06-14,2,6,2014,0.723570960799086
0,2014-06-21,3,6,2014,0.718613105235124
0,2014-07-01,0,7,2014,0.712139356613948
0,2014-07-07,1,7,2014,0.709325320610295
0,2014-07-14,2,7,2014,0.707253760451642
0,2014-07-21,3,7,2014,0.706210377707516
0,2014-08-01,0,8,2014,0.704855830913864
0,2014-08-07,1,8,2014,0.70285784490774
0,2014-08-14,2,8,2014,0.697811141493384
0,2014-08-21,3,8,2014,0.688449260742731
0,2014-09-01,0,9,2014,0.66316069803261
0,2014-09-07,1,9,2014,0.644436871562148
0,2014-09-14,2,9,2014,0.620088317674595
0,2014-09-21,3,9,2014,0.595570407387152
0,2014-10-01,0,10,2014,0.565111596080283
0,2014-10-07,1,10,2014,0.550906339946724
0,2014-10-14,2,10,2014,0.538282758134569
0,2014-10-21,3,10,2014,0.529322761132317
0,2014-11-01,0,11,2014,0.521813466225405
0,2014-11-07,1,11,2014,0.52127504413623
0,2014-11-14,2,11,2014,0.523653501567911
0,2014-11-21,3,11,2014,0.527781237210382
0,2014-12-01,0,12,2014,0.530830543183364
0,2014-12-07,1,12,2014,0.527903179333127
0,2014-12-14,2,12,2014,0.51908050746188
0,2014-12-21,3,12,2014,0.506547712319023
0,2015-01-01,0,1,2015,0.489818132005387
0,2015-01-07,1,1,2015,0.487265916204885
0,2015-01-14,2,1,2015,0.492318306330211
0,2015-01-21,3,1,2015,0.504996840125881
0,2015-02-01,0,2,2015,0.532433325765219
0,2015-02-07,1,2,2015,0.54721535734752
0,2015-02-14,2,2,2015,0.562705261634471
0,2015-02-21,3,2,2015,0.577143505464412
0,2015-03-01,0,3,2015,0.594613615610694
0,2015-03-07,1,3,2015,0.60930865446777
0,2015-03-14,2,3,2015,0.627712206074457
0,2015-03-21,3,3,2015,0.645798174656556
0,2015-04-01,0,4,2015,0.669152355893798
0,2015-04-07,1,4,2015,0.678178754451553
0,2015-04-14,2,4,2015,0.685554640613147
0,2015-04-21,3,4,2015,0.690278423973545
0,2015-05-01,0,5,2015,0.694496335619123
0,2015-05-07,1,5,2015,0.696956967188912
0,2015-05-14,2,5,2015,0.701071519282528
0,2015-05-21,3,5,2015,0.707159732505639
0,2015-06-01,0,6,2015,0.719002102803739
0,2015-06-07,1,6,2015,0.724357534585358
0,2015-06-14,2,6,2015,0.727513684674238
0,2015-06-21,3,6,2015,0.726594905114308
0,2015-07-01,0,7,2015,0.719591008605002
0,2015-07-07,1,7,2015,0.713677364437903
0,2015-07-14,2,7,2015,0.706248920875182
0,2015-07-21,3,7,2015,0.698535732248876
0,2015-08-01,0,8,2015,0.685564404340895
0,2015-08-07,1,8,2015,0.678007462837382
0,2015-08-14,2,8,2015,0.668839510668984
0,2015-08-21,3,8,2015,0.659110008836959
0,2015-09-01,0,9,2015,0.641193417009716
0,2015-09-07,1,9,2015,0.629365099258755
0,2015-09-14,2,9,2015,0.613898153607704
0,2015-09-21,3,9,2015,0.597796832800086
0,2015-10-01,0,10,2015,0.577184969999247
0,2015-10-07,1,10,2015,0.56778554048153
0,2015-10-14,2,10,2015,0.560335217299387
0,2015-10-21,3,10,2015,0.556543062295509
0,2015-11-01,0,11,2015,0.556687533593055
0,2015-11-07,1,11,2015,0.559248739178173
0,2015-11-14,2,11,2015,0.563995977253427
0,2015-11-21,3,11,2015,0.570318363044052
0,2015-12-01,0,12,2015,0.581319831059816
0,2015-12-07,1,12,2015,0.588304378651821
0,2015-12-14,2,12,2015,0.595519072015895
0,2015-12-21,3,12,2015,0.599890775852541
0,2016-01-01,0,1,2016,0.59615425791827
0,2016-01-07,1,1,2016,0.587232778844085
0,2016-01-14,2,1,2016,0.571157599242025
0,2016-01-21,3,1,2016,0.55118532630118
0,2016-02-01,0,2,2016,0.520467186697446
0,2016-02-07,1,2,2016,0.508531823517166
0,2016-02-14,2,2,2016,0.502112728917028
0,2016-02-21,3,2,2016,0.505362309020143
0,2016-03-01,0,3,2016,0.523800611097808
0,2016-03-07,1,3,2016,0.543379162124903
0,2016-03-14,2,3,2016,0.570647469114521
0,2016-03-21,3,3,2016,0.599438895229567
0,2016-04-01,0,4,2016,0.641564978427557
0,2016-04-07,1,4,2016,0.661509562133947
0,2016-04-14,2,4,2016,0.682005658181473
0,2016-04-21,3,4,2016,0.699884308030076
0,2016-05-01,0,5,2016,0.721309095031902
0,2016-05-07,1,5,2016,0.73171772348342
0,2016-05-14,2,5,2016,0.741271820195876
0,2016-05-21,3,5,2016,0.747940836747099
0,2016-06-01,0,6,2016,0.753271943296497
0,2016-06-07,1,6,2016,0.754208705129773
0,2016-06-14,2,6,2016,0.754131641586875
0,2016-06-21,3,6,2016,0.753005922034751
0,2016-07-01,0,7,2016,0.74916431191205
0,2016-07-07,1,7,2016,0.745079716483916
0,2016-07-14,2,7,2016,0.738187723132013
0,2016-07-21,3,7,2016,0.728956890279686
